XsensPlugin_processed_segments_Right Foot_pose_qw;XsensPlugin_processed_segments_Right Foot_pose_qx;XsensPlugin_processed_segments_Right Foot_pose_qy;XsensPlugin_processed_segments_Right Foot_pose_qz;XsensPlugin_processed_segments_Right Foot_pose_tx;XsensPlugin_processed_segments_Right Foot_pose_ty;XsensPlugin_processed_segments_Right Foot_pose_tz;t
0.806798;-0.192682;-0.370124;0.41828;-1.1772;0.874671;0.224312;3.64
0.806798;-0.192682;-0.370124;0.41828;-1.1772;0.874671;0.224312;3.645
0.806798;-0.192682;-0.370124;0.41828;-1.1772;0.874671;0.224312;3.65
0.813611;-0.183721;-0.358397;0.419328;-1.16103;0.855356;0.224305;3.655
0.813611;-0.183721;-0.358397;0.419328;-1.16103;0.855356;0.224305;3.66
0.813611;-0.183721;-0.358397;0.419328;-1.16103;0.855356;0.224305;3.665
0.82207;-0.174506;-0.343377;0.419333;-1.143;0.83495;0.222076;3.67
0.82207;-0.174506;-0.343377;0.419333;-1.143;0.83495;0.222076;3.675
0.82207;-0.174506;-0.343377;0.419333;-1.143;0.83495;0.222076;3.68
0.831697;-0.166031;-0.325326;0.418183;-1.12233;0.813507;0.217006;3.685
0.831697;-0.166031;-0.325326;0.418183;-1.12233;0.813507;0.217006;3.69
0.831697;-0.166031;-0.325326;0.418183;-1.12233;0.813507;0.217006;3.695
0.831697;-0.166031;-0.325326;0.418183;-1.12233;0.813507;0.217006;3.7
0.842635;-0.157242;-0.303861;0.415825;-1.09979;0.790973;0.209714;3.705
0.842635;-0.157242;-0.303861;0.415825;-1.09979;0.790973;0.209714;3.71
0.842635;-0.157242;-0.303861;0.415825;-1.09979;0.790973;0.209714;3.715
0.853677;-0.147482;-0.279261;0.414123;-1.07657;0.767482;0.201562;3.72
0.853677;-0.147482;-0.279261;0.414123;-1.07657;0.767482;0.201562;3.725
0.853677;-0.147482;-0.279261;0.414123;-1.07657;0.767482;0.201562;3.73
